restaurant	x	y
r223	25955	14862
r224	24949	15071
r225	22257	17326
r226	27797	13390
r227	3934	53228
r228	28263	13521
r229	29336	13537
r230	29693	12444
r231	30040	13156
r232	18804	26202
r233	28293	16398
r234	25954	16587
r235	28381	11478
r236	25613	23774
r237	30405	13767
r238	28538	20130
r239	23232	22134
r240	28116	13067
r241	28100	16479
r242	28130	17149
r243	20166	33141
r244	32633	3161
r245	26726	13316
r246	25876	16369
r247	22061	18968
r248	25580	15823
r249	30149	13222
r250	25976	21350
r251	27723	20278
r252	29958	12575
r253	26669	19241
r254	27317	20906
r255	27909	17745
r256	29899	13009
r257	22843	35811
r258	27319	20878
r259	27346	10667
r260	33059	4229
r261	28853	18193
r262	25140	22594
r263	27386	14390
r264	19490	35279
r265	30357	15150
r266	16773	24992
r267	26536	17073
r268	23266	22676
r269	30137	12961
r270	32096	4178
r271	30294	15309
r272	28179	16667
r273	27966	19003
r274	26516	15623
r275	28170	20351
r276	29498	12544
r277	30256	11874
r278	28793	19003
r279	25559	15657
r280	30177	13925
r281	27235	22533
r282	30015	14846
r283	29955	12595
r284	28004	18240
r285	28379	20421
r286	28723	13088
r287	26911	21427
r288	29779	14475
r289	28226	18557
r290	29370	12746
r291	23348	22331
r292	29263	16512
r293	24073	17874
r294	24785	22263
r295	29363	14726
r296	27646	19991
r297	28936	13350
r298	30152	13015
r299	26652	19107
r300	29476	15825
r301	28910	18332
r302	28176	19799
r303	30219	14527
r304	29305	12844
r305	28818	13568
r306	27628	17329
r307	30083	15094
r308	29339	15798
r309	29443	12958
r310	22559	23059
r311	23254	22525
r312	29690	14111
r313	24974	22554
r314	27859	17792
r315	17687	31036
r316	13750	36695
r317	25981	22211
r318	30809	14218
r319	29920	15013
r320	24764	15801
r321	27573	17216
r322	22148	16427
r323	27587	13942
