restaurant	x	y
r147	28458	17919
r148	27029	19740
r149	13363	27750
r150	13246	27877
r151	4493	33742
r152	26410	20213
r153	27136	8754
r154	25096	9591
r155	27770	16887
r156	28603	14237
r157	22801	23006
r158	16283	29509
r159	30265	13708
r160	29997	12847
r161	26593	19852
r162	28949	13272
r163	24024	18085
r164	26809	22273
r165	26834	18146
r166	22506	22271
r167	24516	22671
r168	28884	18401
r169	28257	16706
r170	21682	19820
r171	29848	15822
r172	27062	20267
r173	27089	20644
r174	29986	12117
r175	14381	43410
r176	28827	14039
r177	29326	13755
r178	28139	13836
r179	30861	13635
r180	29429	10098
r181	28000	17478
r182	26201	10725
r183	29922	14789
r184	26437	13062
r185	25277	19034
r186	29341	16343
r187	26867	10756
r188	29925	13631
r189	29005	17473
r190	27610	20497
r191	33562	4121
r192	27776	17350
r193	26012	15702
r194	28484	11373
r195	29670	12971
r196	27095	14251
r197	24094	17934
r198	26431	10591
r199	29414	16710
r200	21734	23073
r201	28371	13755
r202	28225	17352
r203	28007	18276
r204	29087	13182
r205	24227	17894
r206	28255	17834
r207	28664	19458
r208	28078	18416
r209	25875	16491
r210	4196	30421
r211	27525	18836
r212	25265	22088
r213	25844	17369
r214	27540	19722
r215	17152	27844
r216	29337	13787
r217	27995	20186
r218	30207	15121
r219	29490	14076
r220	29344	13649
r221	29997	13833
r222	29347	12827
r223	25889	14945
r224	25059	15056
r225	22333	17328
r226	27779	13362
r227	3985	53160
r228	28116	13502
r229	29487	13459
r230	29729	12607
r231	30087	13316
r232	18663	26360
r233	28140	16498
r234	26091	16646
r235	28356	11538
r236	25768	23693
r237	30308	13888
r238	28534	20090
r239	23228	22171
r240	28091	13160
r241	28262	16537
r242	28243	17124
r243	20210	33135
r244	32717	3271
r245	26791	13374
r246	25933	16377
r247	22065	18937
r248	25683	15796
r249	30122	13159
r250	26037	21369
r251	27688	20259
r252	29889	12575
r253	26591	19118
r254	27358	20851
r255	27973	17759
r256	30028	13051
r257	22820	35832
r258	27512	20964
r259	27422	10739
r260	33125	4228
r261	28802	18242
r262	25088	22512
r263	27371	14554
r264	19497	35347
r265	30246	15028
r266	16664	25001
r267	26478	17053
r268	23344	22595
r269	30049	13030
r270	31993	4153
r271	30174	15318
r272	28324	16707
r273	27849	19037
r274	26626	15724
r275	28278	20352
r276	29398	12585
r277	30119	11916
r278	28842	19076
r279	25498	15669
r280	30098	13813
r281	27250	22625
r282	30094	14979
r283	29977	12599
r284	28175	18234
r285	28340	20445
r286	28765	13028
r287	26998	21362
r288	29867	14563
r289	28206	18574
r290	29444	12850
r291	23326	22460
r292	29401	16553
r293	24100	17878
r294	24755	22281
r295	29429	14820
r296	27764	20008
r297	28988	13467
r298	30134	13008
r299	26630	19025
r300	29599	15852
r301	28890	18231
r302	28137	19848
r303	30122	14378
r304	29244	12888
r305	28857	13520
r306	27508	17305
r307	30132	15165
r308	29282	15936
r309	29322	13124
r310	22530	23071
r311	23327	22695
r312	29589	14171
r313	24887	22569
r314	27933	17761
r315	17630	31132
r316	13821	36680
r317	26035	22171
r318	30844	14265
r319	29839	15060
r320	24859	15664
r321	27424	17097
r322	22280	16530
r323	27547	13910
